18:51:11.589 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
18:51:23.465 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$484/0x0000000800ee5040
18:51:24.735 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
18:51:27.594 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:28.320 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
18:51:28.321 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
18:51:28.321 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
18:51:28.548 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
18:51:29.284 [main] INFO  c.a.d.p.DruidDataSource - [init,985] - {dataSource-1,master} inited
18:51:29.286 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,154] - dynamic-datasource - add a datasource named [master] success
18:51:29.286 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,234] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
18:51:29.812 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 2 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:32.122 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 3 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:34.533 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 4 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:35.339 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
18:51:37.042 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 5 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:39.653 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 6 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:41.108 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 16d14d90-bcd3-433b-a7da-4932c2caf984
18:51:41.109 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] RpcClient init label, labels = {module=naming, source=sdk}
18:51:41.111 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
18:51:41.111 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
18:51:41.111 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
18:51:41.112 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:51:42.366 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 7 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:43.805 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 8 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:43.805 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:51:43.826 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:51:43.918 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
18:51:43.918 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Try to reconnect to a new server, server is  not appointed, will choose a random server.
18:51:43.919 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$484/0x0000000800ee5040
18:51:44.062 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Fail to connect server, after trying 1 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:44.227 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9201"]
18:51:44.289 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Fail to connect server, after trying 2 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:44.671 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Fail to connect server, after trying 3 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:44.750 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 9 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:45.100 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Fail to connect server, after trying 4 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:45.193 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
18:51:45.194 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@72f112d1[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
18:51:45.194 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [16d14d90-bcd3-433b-a7da-4932c2caf984] Client is shutdown, stop reconnect to server
18:51:45.194 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@10faebc9[Running, pool size = 21, active threads = 0, queued tasks = 0, completed tasks = 21]
18:51:45.449 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,211] - dynamic-datasource start closing ....
18:51:45.453 [main] INFO  c.a.d.p.DruidDataSource - [close,2105] - {dataSource-1} closing ...
18:51:45.462 [main] INFO  c.a.d.p.DruidDataSource - [close,2178] - {dataSource-1} closed
18:51:45.462 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,215] - dynamic-datasource all closed success,bye
18:51:45.795 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Fail to connect server, after trying 10 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
18:51:47.100 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Success to connect a server [127.0.0.1:8848], connectionId = 1683802306967_127.0.0.1_58743
18:51:47.101 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f1c49a0d-58fe-45fa-826b-31d24b83deae_config-0] Notify connected event to listeners.
18:51:47.170 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-9201"]
18:51:47.170 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
18:51:47.185 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-9201"]
18:51:47.190 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-9201"]
18:52:12.397 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
18:52:14.246 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0
18:52:14.284 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 23 ms to scan 1 urls, producing 3 keys and 6 values 
18:52:14.306 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 4 keys and 9 values 
18:52:14.324 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 3 keys and 10 values 
18:52:14.336 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 5 values 
18:52:14.346 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
18:52:14.356 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 2 keys and 8 values 
18:52:14.359 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
18:52:14.360 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$457/0x0000000800e67040
18:52:14.360 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$458/0x0000000800e67440
18:52:14.361 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
18:52:14.361 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
18:52:14.369 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:52:18.603 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1683802338430_127.0.0.1_59008
18:52:18.604 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Notify connected event to listeners.
18:52:18.605 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
18:52:18.606 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3493dfef-fb37-4a9e-96ca-74b7e0cafbcb_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$473/0x0000000800e62c40
18:52:18.681 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
18:52:21.187 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
18:52:21.188 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
18:52:21.188 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
18:52:21.371 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
18:52:21.907 [main] INFO  c.a.d.p.DruidDataSource - [init,985] - {dataSource-1,master} inited
18:52:21.908 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,154] - dynamic-datasource - add a datasource named [master] success
18:52:21.909 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,234] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
18:52:26.139 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
18:52:29.966 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 8c2ef747-6c9c-4f5a-900a-bfd94e0d9314
18:52:29.966 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] RpcClient init label, labels = {module=naming, source=sdk}
18:52:29.968 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
18:52:29.968 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
18:52:29.968 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
18:52:29.969 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:52:30.085 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1683802349976_127.0.0.1_59050
18:52:30.085 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Notify connected event to listeners.
18:52:30.085 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
18:52:30.086 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$473/0x0000000800e62c40
18:52:30.138 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9201"]
18:52:30.191 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-system 192.168.40.1:9201 register finished
18:52:30.637 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Receive server push request, request = NotifySubscriberRequest, requestId = 4
18:52:30.641 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c2ef747-6c9c-4f5a-900a-bfd94e0d9314] Ack server push request, request = NotifySubscriberRequest, requestId = 4
18:52:32.261 [main] INFO  c.r.s.RuoYiSystemApplication - [logStarted,61] - Started RuoYiSystemApplication in 22.09 seconds (JVM running for 24.646)
18:52:32.270 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-system, group=DEFAULT_GROUP
18:52:32.271 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-system.yml, group=DEFAULT_GROUP
18:52:32.272 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-system-dev.yml, group=DEFAULT_GROUP
18:55:31.392 [http-nio-9201-exec-2] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
19:10:33.130 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:10:35.297 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0
19:10:35.342 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 27 ms to scan 1 urls, producing 3 keys and 6 values 
19:10:35.374 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 19 ms to scan 1 urls, producing 4 keys and 9 values 
19:10:35.385 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 3 keys and 10 values 
19:10:35.399 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 1 keys and 5 values 
19:10:35.411 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 1 keys and 7 values 
19:10:35.426 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 2 keys and 8 values 
19:10:35.431 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:10:35.432 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$457/0x0000000800e67040
19:10:35.432 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$458/0x0000000800e67440
19:10:35.433 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:10:35.433 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:10:35.441 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:10:40.390 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1683803440210_127.0.0.1_60361
19:10:40.390 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Notify connected event to listeners.
19:10:40.391 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:10:40.391 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9ff9dded-f5f6-4f1c-b6c9-087357e5af90_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$473/0x0000000800e62c40
19:10:40.462 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:10:43.326 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
19:10:43.326 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:10:43.326 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:10:43.539 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:10:44.077 [main] INFO  c.a.d.p.DruidDataSource - [init,985] - {dataSource-1,master} inited
19:10:44.078 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,154] - dynamic-datasource - add a datasource named [master] success
19:10:44.078 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,234] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
19:10:48.027 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
19:10:51.664 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 32c5cacb-5150-432c-b32d-774475a6611b
19:10:51.664 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] RpcClient init label, labels = {module=naming, source=sdk}
19:10:51.666 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:10:51.666 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
